2023-07-12 14:58:22.2162|0|DEBUG|Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompiler|Initializing Razor view compiler with no compiled views. |url: |action: |
2023-07-12 15:15:27.7727|0|DEBUG|Microsoft.Extensions.Hosting.Internal.Host|Hosting starting |url: |action: |
2023-07-12 15:15:27.7865|0|DEBUG|Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository|Reading data from file 'C:\Users\j3537\AppData\Local\ASP.NET\DataProtection-Keys\key-184f69a1-ee82-446d-a3df-16f76072f29e.xml'. |url: |action: |
2023-07-12 15:15:27.7865|0|DEBUG|Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository|Reading data from file 'C:\Users\j3537\AppData\Local\ASP.NET\DataProtection-Keys\key-befd1401-1cab-4be0-99bb-8dd3f0db47bc.xml'. |url: |action: |
2023-07-12 15:15:27.8033|0|DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|Found key {184f69a1-ee82-446d-a3df-16f76072f29e}. |url: |action: |
2023-07-12 15:15:27.8033|0|DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|Found key {befd1401-1cab-4be0-99bb-8dd3f0db47bc}. |url: |action: |
2023-07-12 15:15:27.8033|0|DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver|Considering key {befd1401-1cab-4be0-99bb-8dd3f0db47bc} with expiration date 2023-09-10 02:06:08Z as default key. |url: |action: |
2023-07-12 15:15:27.8172|0|DEBUG|Microsoft.AspNetCore.DataProtection.TypeForwardingActivator|Forwarded activator type request from Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Version=6.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 |url: |action: |
2023-07-12 15:15:27.8328|0|DEBUG|Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor|Decrypting secret element using Windows DPAPI. |url: |action: |
2023-07-12 15:15:27.8328|0|DEBUG|Microsoft.AspNetCore.DataProtection.TypeForwardingActivator|Forwarded activator type request from Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Version=6.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 |url: |action: |
2023-07-12 15:15:27.8328|0|DEBUG|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory|Opening CNG algorithm 'AES' from provider '(null)' with chaining mode CBC. |url: |action: |
2023-07-12 15:15:27.8328|0|DEBUG|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory|Opening CNG algorithm 'SHA256' from provider '(null)' with HMAC. |url: |action: |
2023-07-12 15:15:27.8511|0|DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|Using key {befd1401-1cab-4be0-99bb-8dd3f0db47bc} as the default key. |url: |action: |
2023-07-12 15:15:27.8511|0|DEBUG|Microsoft.AspNetCore.DataProtection.Internal.DataProtectionHostedService|Key ring with default key {befd1401-1cab-4be0-99bb-8dd3f0db47bc} was loaded during application startup. |url: |action: |
2023-07-12 15:15:28.0853|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServer|Using development certificate: CN=localhost (Thumbprint: A1B36F3074FFE353434C9B13AE59733DD9B8E436) |url: |action: |
2023-07-12 15:15:28.1467|0|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly TUTOR.ERPS.Api |url: |action: |
2023-07-12 15:15:28.1467|0|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh |url: |action: |
2023-07-12 15:15:28.1467|0|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net |url: |action: |
2023-07-12 15:15:28.1772|0|DEBUG|Microsoft.Extensions.Hosting.Internal.Host|Hosting started |url: |action: |
2023-07-12 15:15:28.3556|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HMS2KV2K0QRG" received FIN. |url: |action: |
2023-07-12 15:15:28.3556|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMS2KV2K0QRG" accepted. |url: |action: |
2023-07-12 15:15:28.3673|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMS2KV2K0QRG" started. |url: |action: |
2023-07-12 15:15:28.3917|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|Failed to authenticate HTTPS connection. System.IO.IOException:  Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveBlobAsync[TIOAdapter](TIOAdapter adapter)
   at System.Net.Security.SslStream.ForceAuthenticationAsync[TIOAdapter](TIOAdapter adapter, Boolean receiveFirst, Byte[] reAuthenticationData, Boolean isApm)
   at Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware.OnConnectionAsync(ConnectionContext context)|url: |action: |
2023-07-12 15:15:28.4426|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMS2KV2K0QRG" stopped. |url: |action: |
2023-07-12 15:15:28.4426|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HMS2KV2K0QRG" sending FIN because: "The Socket transport's send loop completed gracefully." |url: |action: |
2023-07-12 15:15:28.8343|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMS2KV2K0QRH" accepted. |url: |action: |
2023-07-12 15:15:28.8343|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMS2KV2K0QRH" started. |url: |action: |
2023-07-12 15:15:28.8958|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|Connection 0HMS2KV2K0QRH established using the following protocol: Tls13 |url: |action: |
2023-07-12 15:15:29.0558|0|DEBUG|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|Wildcard detected, all requests with hosts will be allowed. |url: https://localhost/swagger/index.html|action: |
2023-07-12 15:15:29.2810|0|DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup is scheduled to include browser refresh script injection. |url: https://localhost/swagger/index.html|action: |
2023-07-12 15:15:29.4572|0|DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup was updated to include browser refresh script injection. |url: https://localhost/swagger/index.html|action: |
2023-07-12 15:15:39.4047|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HMS2KV2K0QRH" received FIN. |url: |action: |
2023-07-12 15:15:39.4161|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMS2KV2K0QRH" is closed. The last processed stream ID was 7. |url: |action: |
2023-07-12 15:15:39.4161|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HMS2KV2K0QRH" sending FIN because: "The client closed the connection." |url: |action: |
2023-07-12 15:15:39.4347|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMS2KV2K0QRH" stopped. |url: |action: |
2023-07-12 15:16:13.5562|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMS2KV2K0QRI" accepted. |url: |action: |
2023-07-12 15:16:13.5691|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMS2KV2K0QRI" started. |url: |action: |
2023-07-12 15:16:13.5926|0|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|Connection 0HMS2KV2K0QRI established using the following protocol: Tls13 |url: |action: |
2023-07-12 15:16:13.6310|0|DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path  does not match the path filter |url: https://localhost/Member/StudentList|action: |
2023-07-12 15:16:13.6310|0|DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path  does not match the path filter |url: https://localhost/Member/StudentList|action: |
2023-07-12 15:16:13.6310|0|DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /Member/StudentList does not match a supported file type |url: https://localhost/Member/StudentList|action: |
2023-07-12 15:16:13.7348|0|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|1 candidate(s) found for the request path '/Member/StudentList' |url: https://localhost/Member/StudentList|action: |
2023-07-12 15:16:13.7460|0|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'IALW.API.ApiControllers.MemberController.Data (TUTOR.ERPS.Api)' with route pattern 'Member/StudentList' is valid for the request path '/Member/StudentList' |url: https://localhost/Member/StudentList|action: |
2023-07-12 15:16:13.7460|0|DEBUG|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request matched endpoint 'IALW.API.ApiControllers.MemberController.Data (TUTOR.ERPS.Api)' |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:13.8487|0|DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of authorization filters (in the following order): TUTOR.ERPS.API.Infa.Attribute.ApTokenAuth |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:13.8487|0|DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of resource filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Filters.SaveTempDataFilter |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:13.8487|0|DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000), Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter (Order: -2000) |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:13.8487|0|DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of exception filters (in the following order): None |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:13.8487|0|DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Filters.SaveTempDataFilter, Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter (Order: -2000) |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:14.1620|0|DEBUG|Microsoft.EntityFrameworkCore.Infrastructure|An 'IServiceProvider' was created for internal use by Entity Framework. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:15.7538|0|DEBUG|Microsoft.EntityFrameworkCore.Infrastructure|Entity Framework Core 7.0.8 initialized 'TUTORERPSContext' using provider 'Microsoft.EntityFrameworkCore.SqlServer:7.0.8' with options: None |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:15.8813|0|DEBUG|Microsoft.EntityFrameworkCore.Query|Compiling query expression: 
'DbSet<ApiTokenManage>()
    .SingleOrDefault(x => x.ApiToken == __token_0)' |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:16.5267|0|DEBUG|Microsoft.EntityFrameworkCore.Query|Generated query execution expression: 
'queryContext => new SingleQueryingEnumerable<ApiTokenManage>(
    (RelationalQueryContext)queryContext, 
    RelationalCommandCache.QueryExpression(
        Projection Mapping:
            EmptyProjectionMember -> Dictionary<IProperty, int> { [Property: ApiTokenManage.Id (int) Required PK AfterSave:Throw ValueGenerated.OnAdd, 0], [Property: ApiTokenManage.ApiToken (string), 1], [Property: ApiTokenManage.Ip (string) MaxLength(50), 2], [Property: ApiTokenManage.TokenActive (int?), 3], [Property: ApiTokenManage.TokenEndTime (DateTime?), 4], [Property: ApiTokenManage.TokenStartTime (DateTime?), 5] }
        SELECT TOP(2) a.Id, a.Api_Token, a.Ip, a.Token_Active, a.Token_EndTime, a.Token_StartTime
        FROM ApiTokenManage AS a
        WHERE a.Api_Token == @__token_0), 
    null, 
    Func<QueryContext, DbDataReader, ResultContext, SingleQueryResultCoordinator, ApiTokenManage>, 
    TUTOR.Repository.EF.TUTORERPSContext, 
    False, 
    False, 
    True
)
    .SingleOrDefault()' |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:16.6327|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Creating DbCommand for 'ExecuteReader'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:16.6327|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Creating DbConnection. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:16.7228|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Created DbConnection. (79ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:16.7329|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Created DbCommand for 'ExecuteReader' (103ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:16.7507|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Initialized DbCommand for 'ExecuteReader' (122ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:16.7580|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Opening connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.5439|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Opened connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.5671|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Executing DbCommand [Parameters=[@__token_0='?' (Size = 4000)], CommandType='Text', CommandTimeout='30']
SELECT TOP(2) [a].[Id], [a].[Api_Token], [a].[Ip], [a].[Token_Active], [a].[Token_EndTime], [a].[Token_StartTime]
FROM [ApiTokenManage] AS [a]
WHERE [a].[Api_Token] = @__token_0 |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.8743|0|DEBUG|Microsoft.EntityFrameworkCore.ChangeTracking|Context 'TUTORERPSContext' started tracking 'ApiTokenManage' entity. Consider using 'DbContextOptionsBuilder.EnableSensitiveDataLogging' to see key values. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9316|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Closing data reader to 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9528|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|A data reader for 'TUTOR.ERPS' on server 'erp.ahow.tw' is being disposed after spending 160ms reading results. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9596|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Closing connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9803|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Closed connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw' (20ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9803|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Creating DbCommand for 'ExecuteReader'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9803|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Created DbCommand for 'ExecuteReader' (0ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9803|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Initialized DbCommand for 'ExecuteReader' (0ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9803|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Opening connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9895|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Opened connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:17.9895|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Executing DbCommand [Parameters=[@__token_0='?' (Size = 4000)], CommandType='Text', CommandTimeout='30']
SELECT TOP(2) [a].[Id], [a].[Api_Token], [a].[Ip], [a].[Token_Active], [a].[Token_EndTime], [a].[Token_StartTime]
FROM [ApiTokenManage] AS [a]
WHERE [a].[Api_Token] = @__token_0 |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.0328|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Closing data reader to 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.0328|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|A data reader for 'TUTOR.ERPS' on server 'erp.ahow.tw' is being disposed after spending 1ms reading results. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.0328|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Closing connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.0328|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Closed connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw' (0ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.1022|0|DEBUG|Microsoft.EntityFrameworkCore.ChangeTracking|'"TUTORERPSContext"' generated a temporary value for the property '"Id"."SystemErrorLog"'. Consider using 'DbContextOptionsBuilder.EnableSensitiveDataLogging' to see key values. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.1767|0|DEBUG|Microsoft.EntityFrameworkCore.ChangeTracking|Context 'TUTORERPSContext' started tracking 'SystemErrorLog' entity. Consider using 'DbContextOptionsBuilder.EnableSensitiveDataLogging' to see key values. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.1767|0|DEBUG|Microsoft.EntityFrameworkCore.Update|SaveChanges starting for 'TUTORERPSContext'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.1767|0|DEBUG|Microsoft.EntityFrameworkCore.ChangeTracking|DetectChanges starting for 'TUTORERPSContext'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.2320|0|DEBUG|Microsoft.EntityFrameworkCore.ChangeTracking|DetectChanges completed for 'TUTORERPSContext'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.3599|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Opening connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.3599|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Opened connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.3599|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Creating DbCommand for 'ExecuteReader'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.3599|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Created DbCommand for 'ExecuteReader' (0ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.3643|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Initialized DbCommand for 'ExecuteReader' (1ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.3643|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Executing DbCommand [Parameters=[@p0='?' (Size = 50), @p1='?' (DbType = DateTime), @p2='?' (Size = 50), @p3='?' (Size = 50), @p4='?' (Size = 50), @p5='?' (Size = 4000), @p6='?' (Size = 4000), @p7='?' (Size = 50), @p8='?' (Size = 4000), @p9='?' (Size = 4000)], CommandType='Text', CommandTimeout='30']
SET IMPLICIT_TRANSACTIONS OFF;
SET NOCOUNT ON;
INSERT INTO [SystemErrorLog] ([Api], [Entry_Date], [Entry_User], [Error_Level], [Ip], [Message], [Token], [Web_Method], [Web_Request], [Web_Response])
OUTPUT INSERTED.[Id]
VALUES (@p0, @p1, @p2, @p3, @p4, @p5, @p6, @p7, @p8, @p9); |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.4430|0|DEBUG|Microsoft.EntityFrameworkCore.ChangeTracking|The foreign key property 'SystemErrorLog.Id' was detected as changed. Consider using 'DbContextOptionsBuilder.EnableSensitiveDataLogging' to see property values. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.4644|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Closing data reader to 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.4644|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|A data reader for 'TUTOR.ERPS' on server 'erp.ahow.tw' is being disposed after spending 55ms reading results. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.4644|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Closing connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.4644|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Closed connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw' (0ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.4997|0|DEBUG|Microsoft.EntityFrameworkCore.ChangeTracking|An entity of type 'SystemErrorLog' tracked by 'TUTORERPSContext' changed state from 'Added' to 'Unchanged'. Consider using 'DbContextOptionsBuilder.EnableSensitiveDataLogging' to see key values. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.4997|0|DEBUG|Microsoft.EntityFrameworkCore.Update|SaveChanges completed for 'TUTORERPSContext' with 1 entities written to the database. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5048|0|DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executing controller factory for controller IALW.API.ApiControllers.MemberController (TUTOR.ERPS.Api) |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5217|0|DEBUG|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed controller factory for controller IALW.API.ApiControllers.MemberController (TUTOR.ERPS.Api) |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5475|0|DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder|Attempting to bind parameter 'page' of type 'System.Int32' ... |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5515|0|DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinder|Attempting to bind parameter 'page' of type 'System.Int32' using the name '' in request data ... |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5515|0|DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinder|Could not find a value in the request with name '' for binding parameter 'page' of type 'System.Int32'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5515|0|DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinder|Done attempting to bind parameter 'page' of type 'System.Int32'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5515|0|DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder|Done attempting to bind parameter 'page' of type 'System.Int32'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5515|0|DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder|Attempting to validate the bound parameter 'page' of type 'System.Int32' ... |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5515|0|DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder|Done attempting to validate the bound parameter 'page' of type 'System.Int32'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.5926|0|DEBUG|Microsoft.EntityFrameworkCore.Query|Compiling query expression: 
'DbSet<Member>()
    .Skip(__p_0)
    .Take(__p_1)
    .Select(x => new MemberDTO{ 
        Account = x.Account, 
        Email = x.Email, 
        Password = x.Password, 
        Status = x.Status, 
        StudyLevel = x.StudyLevel, 
        BeDeleted = x.BeDeleted, 
        Creator = x.Creator, 
        Editor = x.Editor, 
        Id = x.Id, 
        StartDate = (DateTime?)x.StartDate, 
        EndDate = (DateTime?)x.EndDate, 
        Name = x.Name 
    }
    )
    .Any()' |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.6506|0|DEBUG|Microsoft.EntityFrameworkCore.Query|Generated query execution expression: 
'queryContext => new SingleQueryingEnumerable<bool>(
    (RelationalQueryContext)queryContext, 
    RelationalCommandCache.QueryExpression(
        Projection Mapping:
            EmptyProjectionMember -> 0
        SELECT EXISTS (
            SELECT 1
            FROM Member AS m
            ORDER BY (SELECT 1)
            OFFSET @__p_0 ROWS FETCH NEXT @__p_1 ROWS ONLY)), 
    null, 
    Func<QueryContext, DbDataReader, ResultContext, SingleQueryResultCoordinator, bool>, 
    TUTOR.Repository.EF.TUTORERPSContext, 
    False, 
    False, 
    True
)
    .Single()' |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.6742|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Creating DbCommand for 'ExecuteReader'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.6742|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Created DbCommand for 'ExecuteReader' (0ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.6742|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Initialized DbCommand for 'ExecuteReader' (0ms). |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.6742|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Opening connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.6742|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Connection|Opened connection to database 'TUTOR.ERPS' on server 'erp.ahow.tw'. |url: https://localhost/Member/StudentList|action: Data|
2023-07-12 15:16:18.6742|0|DEBUG|Microsoft.EntityFrameworkCore.Database.Command|Executing DbCommand [Parameters=[@__p_0='?' (DbType = Int32), @__p_1='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30']
SELECT CASE
    WHEN EXISTS (
        SELECT 1
        FROM [Member] AS [m]
        ORDER BY (SELECT 1)
        OFFSET @__p_0 ROWS FETCH NEXT @__p_1 ROWS ONLY) THEN CAST(1 AS bit)
    ELSE CAST(0 AS bit)
END |url: https://localhost/Member/StudentList|action: Data|
